area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
super built-up  area,ready to move,kasturi nagar,2 bhk,grademr,1080.0,2.0,2.0,80.0,2.0,7407.407407407408
plot  area,ready to move,hebbal kempapura,5 bedroom,no society,2280.0,5.0,2.0,200.0,5.0,8771.929824561403
super built-up  area,18-mar,akshaya nagar,3 bhk,no society,1360.0,2.0,2.0,85.0,3.0,6250.0
super built-up  area,19-dec,jakkur,3 bhk,ceezey,1865.0,3.0,1.0,124.0,3.0,6648.793565683646
super built-up  area,18-nov,sarjapur  road,3 bhk,asastde,1157.0,2.0,1.0,75.0,3.0,6482.281763180639
super built-up  area,ready to move,kammasandra,2 bhk,icingpy,674.0,2.0,1.0,29.0,2.0,4302.670623145401
super built-up  area,ready to move,whitefield,3 bhk,adndebe,1405.0,2.0,1.0,78.0,3.0,5551.601423487545
super built-up  area,ready to move,begur road,2 bhk,dhalsh,1160.0,2.0,2.0,44.08,2.0,3800.0
plot  area,ready to move,kengeri satellite town ( bda site),4 bedroom,no society,1600.0,3.0,1.0,172.0,4.0,10750.0
super built-up  area,21-mar,hebbal,3 bhk,oztarol,1790.0,3.0,2.0,127.0,3.0,7094.972067039106
super built-up  area,18-may,electronic city,2 bhk,prarkun,1128.0,2.0,1.0,65.65,2.0,5820.035460992909
super built-up  area,ready to move,panathur,2 bhk,arentpa,1180.0,2.0,1.0,70.0,2.0,5932.203389830508
built-up  area,ready to move,ags layout,3 bhk,no society,1450.0,2.0,2.0,85.0,3.0,5862.068965517241
built-up  area,18-mar,kengeri,1 bhk,no society,340.0,1.0,1.0,10.0,1.0,2941.176470588235
built-up  area,ready to move,srinagar,4 bedroom,no society,2000.0,3.0,1.0,166.0,4.0,8300.0
super built-up  area,ready to move,rachenahalli,2 bhk,no society,1050.0,2.0,2.0,53.5,2.0,5095.238095238095
super built-up  area,ready to move,varthur,2 bhk,pethaai,1125.0,2.0,2.0,40.0,2.0,3555.5555555555557
super built-up  area,ready to move,vittasandra,2 bhk,prlla c,1246.0,2.0,1.0,68.0,2.0,5457.463884430176
super built-up  area,ready to move,hsr layout,2 bhk,srisepo,1372.0,2.0,1.0,61.0,2.0,4446.064139941691
super built-up  area,ready to move,uttarahalli,3 bhk,aklia r,1330.0,2.0,1.0,56.0,3.0,4210.526315789473
super built-up  area,19-dec,binny pete,3 bhk,she 2rk,2465.0,5.0,2.0,234.0,3.0,9492.90060851927
super built-up  area,ready to move,dasarahalli,2 bhk,no society,1300.0,2.0,3.0,55.0,2.0,4230.7692307692305
plot  area,ready to move,brigade road,2 bedroom,no society,1420.0,1.0,0.0,220.0,2.0,15492.957746478873
super built-up  area,ready to move,channasandra,2 bhk,unm 2el,1065.0,2.0,1.0,35.0,2.0,3286.3849765258215
built-up  area,ready to move,hessarghatta,2 bhk,no society,700.0,2.0,0.0,27.0,2.0,3857.1428571428573
carpet  area,18-mar,hebbal,2 bhk,arcia s,687.325,2.0,0.0,42.72,2.0,6215.40028370858
super built-up  area,ready to move,belathur,2 bhk,viiniai,1050.0,2.0,1.0,45.0,2.0,4285.714285714285
super built-up  area,18-apr,maruthi hbcs layout,3 bhk,no society,1250.0,3.0,3.0,39.5,3.0,3160.0
built-up  area,ready to move,electronic city,2 bhk,palleon,865.0,2.0,0.0,42.0,2.0,4855.491329479769
super built-up  area,ready to move,uttarahalli,2 bhk,no society,1200.0,2.0,2.0,44.0,2.0,3666.6666666666665
built-up  area,ready to move,srirampura,3 bhk,nrnoral,1756.0,3.0,3.0,100.0,3.0,5694.760820045558
super built-up  area,ready to move,yelahanka,1 bhk,ardanru,628.0,1.0,1.0,24.0,1.0,3821.6560509554142
super built-up  area,ready to move,5th phase jp nagar,2 bhk,no society,1207.0,2.0,2.0,63.0,2.0,5219.552609776305
super built-up  area,ready to move,kalena agrahara,3 bhk,klarkbe,1765.0,3.0,1.0,125.0,3.0,7082.152974504249
built-up  area,18-dec,electronic city,2 bhk,no society,1130.0,2.0,1.0,32.64,2.0,2888.495575221239
super built-up  area,18-jun,devanahalli road,3 bhk,ozana u,1532.0,3.0,3.0,92.0,3.0,6005.221932114882
built-up  area,ready to move,ejipura,3 bhk,dsncele,1650.0,3.0,0.0,110.0,3.0,6666.666666666667
built-up  area,18-may,horamavu banaswadi,4 bedroom,no society,1200.0,4.0,2.0,105.0,4.0,8750.0
carpet  area,18-dec,bhoganhalli,2 bhk,rosha i,804.1,2.0,1.0,69.09,2.0,8592.214898644446
super built-up  area,18-apr,doddathoguru,2 bhk,no society,1200.0,2.0,2.0,75.0,2.0,6250.0
super built-up  area,ready to move,kengeri,2 bhk,no society,1197.0,2.0,2.0,50.0,2.0,4177.109440267335
built-up  area,ready to move,green woods layout,2 bhk,paarklu,1200.0,2.0,2.0,66.0,2.0,5500.0
super built-up  area,ready to move,uttarahalli,3 bhk,shony s,1385.0,2.0,2.0,48.48,3.0,3500.361010830325
super built-up  area,ready to move,craig park layout,2 bhk,cearkry,1010.0,2.0,3.0,148.0,2.0,14653.465346534653
super built-up  area,ready to move,whitefield,3 bhk,uke 2nz,2225.0,3.0,3.0,115.0,3.0,5168.539325842697
super built-up  area,ready to move,immadihalli,2 bhk,niimet,1180.0,2.0,2.0,48.0,2.0,4067.7966101694915
super built-up  area,ready to move,banagiri nagar,3 bhk,no society,1525.0,2.0,3.0,122.0,3.0,8000.0
super built-up  area,ready to move,ananth nagar,2 bhk,no society,1100.0,2.0,2.0,31.5,2.0,2863.6363636363635
super built-up  area,ready to move,hiremath layout,3 bhk,no society,1435.0,3.0,3.0,70.0,3.0,4878.048780487805
built-up  area,ready to move,attibele,1 bhk,jae 2hu,400.0,1.0,1.0,14.0,1.0,3500.0
super built-up  area,ready to move,dommasandra,2 bhk,asene s,1200.0,2.0,2.0,50.0,2.0,4166.666666666667
super built-up  area,21-mar,whitefield,2 bhk,pritado,1272.0,2.0,1.0,95.05,2.0,7472.4842767295595
super built-up  area,ready to move,whitefield,2 bhk,ssthamh,1205.0,2.0,1.0,39.0,2.0,3236.514522821577
built-up  area,ready to move,kalena agrahara,2 bhk,aromee,980.0,2.0,1.0,40.0,2.0,4081.6326530612246
super built-up  area,18-may,malleshpalya,2 bhk,no society,1225.0,2.0,2.0,46.86,2.0,3825.3061224489797
built-up  area,ready to move,whitefield,3 bhk,no society,1541.0,3.0,1.0,72.0,3.0,4672.290720311486
super built-up  area,ready to move,ramagondanahalli,3 bhk,dneremo,1610.0,2.0,2.0,111.0,3.0,6894.409937888198
super built-up  area,ready to move,jalahalli,2 bhk,tahtsla,1694.0,2.0,2.0,125.0,2.0,7378.984651711924
super built-up  area,ready to move,kaggalipura,2 bhk,baowsig,950.0,2.0,1.0,39.0,2.0,4105.263157894737
super built-up  area,ready to move,muneshwara nagar,3 bhk,laderav,1560.0,2.0,3.0,66.0,3.0,4230.7692307692305
super built-up  area,ready to move,chandapura,2 bhk,no society,1201.0,2.0,2.0,27.0,2.0,2248.1265611990007
plot  area,ready to move,chandapura,2 bedroom,no society,1500.0,2.0,1.0,60.0,2.0,4000.0
super built-up  area,ready to move,malleshpalya,3 bhk,no society,1785.0,3.0,2.0,75.0,3.0,4201.680672268908
built-up  area,ready to move,raja rajeshwari nagar,2 bhk,no society,1258.0,2.0,1.0,63.53,2.0,5050.079491255962
super built-up  area,ready to move,electronic city,2 bhk,coapeso,910.0,2.0,2.0,42.0,2.0,4615.384615384615
super built-up  area,ready to move,thigalarapalya,2 bhk,no society,1297.0,2.0,2.0,112.0,2.0,8635.312259059368
super built-up  area,ready to move,kundalahalli,2 bhk,vangsld,1291.0,2.0,3.0,49.0,2.0,3795.5073586367157
built-up  area,ready to move,chikkasandra,2 bhk,no society,1070.0,2.0,2.0,42.0,2.0,3925.233644859813
super built-up  area,ready to move,varthur,2 bhk,soamsay,1012.0,2.0,1.0,66.5,2.0,6571.146245059289
super built-up  area,ready to move,mahadevpura,2 bhk,no society,1260.0,2.0,3.0,57.6,2.0,4571.428571428572
super built-up  area,ready to move,sarjapur  road,2 bhk,maantr,1282.0,2.0,2.0,72.0,2.0,5616.224648985959
super built-up  area,ready to move,kanakpura road,3 bhk,puestol,1843.0,3.0,2.0,92.15,3.0,5000.0
plot  area,ready to move,bharath housing society layout,4 bedroom,no society,2400.0,3.0,2.0,200.0,4.0,8333.333333333334
built-up  area,ready to move,chikka tirupathi,5 bedroom,theanmp,3356.0,5.0,2.0,105.0,5.0,3128.7246722288437
super built-up  area,19-mar,hebbal,4 bhk,raard b,2790.0,5.0,3.0,198.0,4.0,7096.774193548387
super built-up  area,ready to move,epip zone,2 bhk,brontla,1330.0,2.0,1.0,86.98,2.0,6539.849624060151
super built-up  area,ready to move,konanakunte,3 bhk,a rtsai,1400.0,2.0,1.0,73.0,3.0,5214.285714285715
built-up  area,18-dec,whitefield,2 bhk,no society,1192.0,2.0,1.0,71.0,2.0,5956.375838926175
built-up  area,ready to move,3rd block jayanagar,2 bhk,no society,1000.0,2.0,1.0,130.0,2.0,13000.0
super built-up  area,ready to move,thigalarapalya,2 bhk,prtanha,1297.0,2.0,2.0,103.0,2.0,7941.403238242097
super built-up  area,19-jul,sarjapur  road,1 bhk,sasta s,615.0,1.0,0.0,17.835,1.0,2900.0
super built-up  area,21-jun,vijayanagar,3 bhk,saahaat,1490.0,3.0,2.0,100.0,3.0,6711.4093959731545
super built-up  area,ready to move,rayasandra,3 bhk,mjeusyl,1373.0,3.0,2.0,72.0,3.0,5243.991260014566
super built-up  area,ready to move,7th phase jp nagar,2 bhk,no society,1035.0,2.0,1.0,41.39,2.0,3999.0338164251207
plot  area,ready to move,kadugodi,4 bedroom,no society,3750.0,4.0,0.0,210.0,4.0,5600.0
super built-up  area,ready to move,doddakallasandra,2 bhk,no society,1010.0,2.0,1.0,40.39,2.0,3999.009900990099
built-up  area,ready to move,sarjapur,2 bhk,no society,1195.0,2.0,1.0,42.0,2.0,3514.644351464435
super built-up  area,ready to move,hsr layout,3 bhk,klort c,1750.0,3.0,2.0,95.0,3.0,5428.571428571428
super built-up  area,ready to move,malleshpalya,2 bhk,a idse,1052.0,2.0,2.0,50.0,2.0,4752.851711026616
super built-up  area,ready to move,horamavu banaswadi,2 bhk,no society,1180.0,2.0,2.0,58.0,2.0,4915.254237288135
built-up  area,ready to move,padmanabhanagar,5 bedroom,no society,3680.0,4.0,2.0,440.0,5.0,11956.521739130434
built-up  area,ready to move,hormavu,3 bhk,no society,2100.0,3.0,2.0,73.0,3.0,3476.190476190476
built-up  area,18-mar,hoodi,4 bedroom,no society,2863.0,4.0,1.0,140.0,4.0,4889.97555012225
super built-up  area,ready to move,raja rajeshwari nagar,2 bhk,grrvagr,1128.0,2.0,2.0,38.24,2.0,3390.0709219858154
built-up  area,ready to move,ulsoor,3 bhk,no society,2700.0,3.0,1.0,450.0,3.0,16666.666666666668
super built-up  area,18-jul,jp nagar,2 bhk,dsvvyx,1120.0,2.0,2.0,33.6,2.0,3000.0
built-up  area,ready to move,hsr layout,3 bhk,no society,2424.0,3.0,2.0,90.0,3.0,3712.871287128713
built-up  area,ready to move,manjunatha layout,2 bhk,no society,1300.0,2.0,1.0,60.0,2.0,4615.384615384615
super built-up  area,ready to move,kanakapura,2 bhk,spavenc,1090.0,2.0,2.0,32.69,2.0,2999.0825688073396
built-up  area,ready to move,yelahanka,3 bedroom,no society,2710.0,3.0,1.0,251.0,3.0,9261.992619926199
plot  area,ready to move,konanakunte cross,2 bedroom,no society,3040.0,1.0,1.0,180.0,2.0,5921.0526315789475
super built-up  area,ready to move,uttarahalli,3 bhk,slnsspr,1330.0,2.0,2.0,46.55,3.0,3500.0
super built-up  area,18-jul,hosur road,3 bhk,puendwe,1427.0,2.0,1.0,80.63,3.0,5650.31534688157
super built-up  area,18-aug,banjara layout,3 bhk,no society,1294.0,2.0,2.0,48.0,3.0,3709.4281298299848
built-up  area,ready to move,begur,3 bhk,vantspa,1580.0,3.0,2.0,75.0,3.0,4746.835443037975
plot  area,ready to move,chikka tirupathi,3 bedroom,firiavi,1808.0,4.0,2.0,80.27,3.0,4439.712389380531
super built-up  area,ready to move,rajaji nagar,4 bhk,pheston,3516.0,4.0,3.0,540.0,4.0,15358.361774744028
super built-up  area,ready to move,parappana agrahara,2 bhk,peide l,1194.0,2.0,2.0,47.0,2.0,3936.348408710218
super built-up  area,21-dec,kanakpura road,2 bhk,prarepa,900.0,2.0,1.0,46.0,2.0,5111.111111111111
super built-up  area,ready to move,abbaiah reddy layout,3 bhk,no society,1310.0,2.0,3.0,50.0,3.0,3816.793893129771
super built-up  area,21-oct,kanakpura road,2 bhk,prarepa,900.0,2.0,1.0,46.0,2.0,5111.111111111111
built-up  area,ready to move,singasandra,4 bedroom,no society,3850.0,6.0,3.0,195.0,4.0,5064.935064935065
super built-up  area,16-dec,yelachenahalli,2 bhk,no society,2400.0,1.0,1.0,150.0,2.0,6250.0
super built-up  area,ready to move,koramangala,2 bhk,no society,1290.0,2.0,3.0,100.0,2.0,7751.937984496124
built-up  area,ready to move,yelahanka,6 bedroom,no society,3770.0,6.0,3.0,110.0,6.0,2917.7718832891246
super built-up  area,ready to move,lakshmi layout,3 bhk,cemesti,1390.0,3.0,1.0,120.0,3.0,8633.093525179856
plot  area,ready to move,tavarekere,4 bedroom,no society,1200.0,4.0,2.0,72.0,4.0,6000.0
built-up  area,ready to move,bisuvanahalli,2 bhk,prityel,845.0,2.0,1.0,33.0,2.0,3905.3254437869823
super built-up  area,ready to move,yelahanka,3 bhk,niareum,1537.0,3.0,3.0,120.0,3.0,7807.417046193884
super built-up  area,ready to move,immadihalli,2 bhk,no society,1135.0,2.0,2.0,68.0,2.0,5991.1894273127755
super built-up  area,19-dec,hoodi,3 bhk,caycend,1512.0,3.0,2.0,75.77,3.0,5011.243386243386
super built-up  area,ready to move,srinivasa nagar,2 bhk,no society,900.0,2.0,1.0,55.0,2.0,6111.111111111111
super built-up  area,ready to move,jigani,3 bhk,dlhtsen,1230.0,3.0,3.0,54.0,3.0,4390.243902439024
super built-up  area,18-apr,thirumenahalli,3 bhk,mntha a,1378.0,2.0,3.0,42.33,3.0,3071.843251088534
super built-up  area,17-oct,whitefield,2 bhk,asarqz,1277.0,2.0,1.0,61.3,2.0,4800.313234142522
super built-up  area,19-jun,hebbal,3 bhk,raard b,1985.0,4.0,2.0,189.0,3.0,9521.410579345089
plot  area,ready to move,kengeri,5 bedroom,no society,8000.0,5.0,2.0,500.0,5.0,6250.0
super built-up  area,ready to move,kpc layout,2 bhk,svmesvi,1210.0,2.0,2.0,62.0,2.0,5123.966942148761
super built-up  area,ready to move,yelahanka,2 bhk,no society,890.0,2.0,2.0,40.0,2.0,4494.38202247191
plot  area,ready to move,sarjapur,4 bedroom,no society,1200.0,5.0,2.0,110.0,4.0,9166.666666666666
built-up  area,ready to move,ardendale,4 bhk,awharde,3198.0,4.0,3.0,200.0,4.0,6253.908692933083
super built-up  area,ready to move,hosur main road,3 bhk,no society,1464.0,3.0,2.0,56.0,3.0,3825.136612021858
super built-up  area,ready to move,hebbal,4 bhk,prersis,2483.0,5.0,2.0,215.0,4.0,8658.880386629078
plot  area,ready to move,begur,4 bedroom,no society,1550.0,4.0,2.0,130.0,4.0,8387.09677419355
super built-up  area,ready to move,sarjapur  road,4 bhk,vaunei,4111.0,4.0,1.0,310.0,4.0,7540.744344441741
super built-up  area,ready to move,electronic city,2 bhk,snncypa,975.0,2.0,2.0,37.5,2.0,3846.153846153846
super built-up  area,ready to move,nandi durga road,3 bhk,no society,2500.0,3.0,1.0,250.0,3.0,10000.0
super built-up  area,ready to move,rajiv nagar,3 bhk,puoodsk,1690.0,3.0,1.0,125.0,3.0,7396.449704142012
super built-up  area,18-may,hosa road,2 bhk,sstusan,1063.0,2.0,1.0,31.89,2.0,3000.0
plot  area,ready to move,cooke town,3 bedroom,no society,2572.0,3.0,3.0,390.0,3.0,15163.297045101088
carpet  area,ready to move,kumara park,3 bhk,no society,2200.0,4.0,2.0,350.0,3.0,15909.09090909091
built-up  area,ready to move,daadys gaarden layout,3 bhk,inockho,1600.0,3.0,0.0,80.0,3.0,5000.0
super built-up  area,18-may,maruthi nagar,3 bhk,no society,1250.0,3.0,1.0,39.5,3.0,3160.0
super built-up  area,ready to move,bommanahalli,1 bhk,prtusth,520.0,1.0,0.0,19.5,1.0,3750.0
super built-up  area,ready to move,marathahalli,4 bhk,puerari,4000.0,5.0,2.0,212.0,4.0,5300.0
built-up  area,ready to move,munnekollal,3 bhk,keids o,1390.0,3.0,2.0,68.0,3.0,4892.086330935252
super built-up  area,18-may,whitefield,2 bhk,ssdhimr,1185.0,2.0,2.0,40.0,2.0,3375.5274261603377
super built-up  area,ready to move,sahakara nagar,2 bhk,kversuj,1219.0,2.0,2.0,48.0,2.0,3937.653814602133
super built-up  area,18-dec,kudlu gate,3 bhk,sanzaat,1564.0,2.0,1.0,92.0,3.0,5882.35294117647
super built-up  area,ready to move,sarjapur  road,4 bhk,dsndsod,3430.0,6.0,0.0,228.5,4.0,6661.807580174927
super built-up  area,ready to move,hosa road,2 bhk,sancei,1100.0,2.0,2.0,37.1,2.0,3372.7272727272725
built-up  area,ready to move,kothannur,3 bhk,esale o,1300.0,2.0,0.0,60.0,3.0,4615.384615384615
plot  area,ready to move,chikkabanavar,3 bedroom,no society,1600.0,2.0,0.0,80.0,3.0,5000.0
built-up  area,ready to move,ramamurthy nagar,3 bedroom,no society,1600.0,3.0,2.0,75.0,3.0,4687.5
super built-up  area,19-mar,hennur road,3 bhk,puachal,1482.0,2.0,1.0,92.0,3.0,6207.827260458839
plot  area,18-may,marsur,3 bedroom,mgave e,1000.0,4.0,3.0,66.0,3.0,6600.0
super built-up  area,ready to move,shampura,2 bhk,no society,1200.0,2.0,3.0,53.0,2.0,4416.666666666667
super built-up  area,ready to move,kengeri,2 bhk,no society,1200.0,2.0,0.0,58.0,2.0,4833.333333333333
built-up  area,ready to move,nagarbhavi,3 bedroom,no society,2400.0,3.0,0.0,160.0,3.0,6666.666666666667
super built-up  area,19-dec,marathahalli,3 bhk,prenske,1469.0,3.0,1.0,89.0,3.0,6058.543226684819
super built-up  area,22-mar,kanakapura,1 bhk,no society,551.0,1.0,1.0,30.0,1.0,5444.64609800363
super built-up  area,19-dec,electronics city phase 1,2 bhk,no society,1160.0,2.0,1.0,52.0,2.0,4482.758620689655
super built-up  area,ready to move,balagere,2 bhk,soresea,1205.0,2.0,1.0,78.5,2.0,6514.522821576764
built-up  area,ready to move,kasavanhalli,3 bhk,no society,1550.0,2.0,3.0,52.0,3.0,3354.8387096774195
super built-up  area,ready to move,gubbalala,3 bhk,mauiltr,1745.0,3.0,2.0,125.0,3.0,7163.323782234957
super built-up  area,ready to move,aecs layout,2 bhk,kamesar,1028.0,2.0,1.0,42.0,2.0,4085.603112840467
super built-up  area,ready to move,frazer town,3 bhk,caaveen,1700.0,3.0,1.0,180.0,3.0,10588.235294117647
super built-up  area,ready to move,karuna nagar,3 bhk,nadrine,1200.0,2.0,1.0,34.0,3.0,2833.3333333333335
super built-up  area,ready to move,kodihalli,3 bhk,soianal,2700.0,4.0,1.0,270.0,3.0,10000.0
built-up  area,ready to move,kallumantapa,2 bhk,bsarknd,1100.0,2.0,2.0,50.0,2.0,4545.454545454545
plot  area,ready to move,ramamurthy nagar,2 bedroom,no society,1200.0,3.0,1.0,72.0,2.0,6000.0
super built-up  area,ready to move,kaverappa layout,2 bhk,dural c,1269.72,2.0,2.0,68.0,2.0,5355.511451343603
super built-up  area,ready to move,electronic city phase ii,2 bhk,sjmesst,1266.0,2.0,2.0,59.0,2.0,4660.347551342812
super built-up  area,ready to move,mysore road,2 bhk,srkha s,1060.0,2.0,1.0,62.0,2.0,5849.056603773585
plot  area,ready to move,malimakanapura,3 bedroom,copust,1168.0,3.0,0.0,70.0,3.0,5993.1506849315065
super built-up  area,ready to move,medahalli,2 bhk,sancya,1552.0,2.0,1.0,51.0,2.0,3286.082474226804
super built-up  area,18-may,talaghattapura,3 bhk,sodgere,2038.5,3.0,0.0,120.0,3.0,5886.681383370125
super built-up  area,ready to move,attibele,1 bhk,jae 1hu,500.0,1.0,1.0,17.0,1.0,3400.0
super built-up  area,ready to move,hulimavu,2 bhk,no society,1080.0,2.0,2.0,43.2,2.0,4000.0
plot  area,ready to move,kattigenahalli,4 bedroom,no society,2100.0,4.0,2.0,155.0,4.0,7380.952380952381
super built-up  area,ready to move,rustam bagh layout,2 bhk,shntsan,1300.0,2.0,2.0,65.0,2.0,5000.0
built-up  area,ready to move,electronics city phase 1,2 bhk,snavenc,920.0,2.0,2.0,33.0,2.0,3586.9565217391305
built-up  area,ready to move,harlur,2 bhk,srendpo,1310.0,2.0,1.0,50.0,2.0,3816.793893129771
super built-up  area,ready to move,horamavu agara,3 bhk,no society,1650.0,2.0,1.0,75.0,3.0,4545.454545454545
super built-up  area,ready to move,garden layout,3 bhk,dsidepr,1515.0,3.0,3.0,93.93,3.0,6200.0
super built-up  area,18-dec,raja rajeshwari nagar,2 bhk,prllsan,1157.0,2.0,1.0,53.8,2.0,4649.956784788245
super built-up  area,ready to move,viswapriyanagar.begur road.bommanahalli.,4 bhk,no society,2400.0,5.0,1.0,85.0,4.0,3541.6666666666665
super built-up  area,ready to move,konanakunte,4 bhk,siisega,3000.0,4.0,3.0,160.0,4.0,5333.333333333333
super built-up  area,ready to move,basavangudi,3 bhk,no society,2200.0,2.0,1.0,162.0,3.0,7363.636363636364
built-up  area,19-dec,"hoodi circle,",2 bhk,no society,1243.0,2.0,1.0,58.0,2.0,4666.130329847144
super built-up  area,ready to move,rachenahalli,3 bhk,sovar s,1530.0,2.0,2.0,74.39,3.0,4862.091503267974
super built-up  area,ready to move,judicial layout,3 bhk,hrnyaan,2070.0,3.0,3.0,162.0,3.0,7826.086956521739
built-up  area,ready to move,yelahanka,3 bhk,prrlomo,1815.0,3.0,2.0,82.0,3.0,4517.906336088155
super built-up  area,ready to move,sarjapur  road,4 bhk,maana e,3900.0,4.0,3.0,300.0,4.0,7692.307692307692
super built-up  area,18-aug,electronic city phase ii,2 bhk,sryalan,1000.0,2.0,1.0,28.88,2.0,2888.0
super built-up  area,18-may,ananth nagar,2 bhk,no society,982.0,2.0,2.0,24.55,2.0,2500.0
super built-up  area,ready to move,hennur road,2 bhk,puachal,1232.0,2.0,2.0,89.0,2.0,7224.025974025974
super built-up  area,19-dec,binny pete,3 bhk,shestlo,1282.0,3.0,2.0,178.0,3.0,13884.555382215289
super built-up  area,ready to move,yelahanka,1 bhk,prensya,654.0,1.0,1.0,38.4,1.0,5871.559633027523
built-up  area,ready to move,bannerghatta road,2 bhk,no society,1181.0,2.0,0.0,55.0,2.0,4657.070279424217
super built-up  area,ready to move,bisuvanahalli,3 bhk,prityel,1075.0,2.0,1.0,45.0,3.0,4186.046511627907
plot  area,ready to move,2nd stage nagarbhavi,4 bedroom,no society,1200.0,4.0,2.0,245.0,4.0,20416.666666666668
